md5,path,og_filename,og_uri,sample_id,read_type,replicate,file_name,gcp_uri,sample_name
fe507d0f0512e8c2319c6c94ed50d155,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_B1_S13_R1_001.fastq.gz,V11D06-100_B1_S13_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_B1_S13_R1_001.fastq.gz,V11D06-100_B1,R1,Rep1,6OHDA_ST.20220719.run1.V11D06-100_B1_S13_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D06-100_B1_S13_R1_001.fastq.gz,V11D06-100_B1_Rep1
7068f52abcd032205a5f8aacdfdfb295,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_B1_S13_R2_001.fastq.gz,V11D06-100_B1_S13_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_B1_S13_R2_001.fastq.gz,V11D06-100_B1,R2,Rep1,6OHDA_ST.20220719.run1.V11D06-100_B1_S13_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D06-100_B1_S13_R2_001.fastq.gz,V11D06-100_B1_Rep1
8be769fd3ed24d893f515eb945a5e261,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_C1_S14_R1_001.fastq.gz,V11D06-100_C1_S14_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_C1_S14_R1_001.fastq.gz,V11D06-100_C1,R1,Rep1,6OHDA_ST.20220719.run1.V11D06-100_C1_S14_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D06-100_C1_S14_R1_001.fastq.gz,V11D06-100_C1_Rep1
de2f391677f1fda4d2fb78167d36011d,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_C1_S14_R2_001.fastq.gz,V11D06-100_C1_S14_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_C1_S14_R2_001.fastq.gz,V11D06-100_C1,R2,Rep1,6OHDA_ST.20220719.run1.V11D06-100_C1_S14_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D06-100_C1_S14_R2_001.fastq.gz,V11D06-100_C1_Rep1
44c1377aef337dd0acf875d53a76c901,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_D1_S15_R1_001.fastq.gz,V11D06-100_D1_S15_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_D1_S15_R1_001.fastq.gz,V11D06-100_D1,R1,Rep1,6OHDA_ST.20220719.run1.V11D06-100_D1_S15_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D06-100_D1_S15_R1_001.fastq.gz,V11D06-100_D1_Rep1
a1af9f35d0f92533f5bbbfe785a6c783,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_D1_S15_R2_001.fastq.gz,V11D06-100_D1_S15_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D06-100_D1_S15_R2_001.fastq.gz,V11D06-100_D1,R2,Rep1,6OHDA_ST.20220719.run1.V11D06-100_D1_S15_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D06-100_D1_S15_R2_001.fastq.gz,V11D06-100_D1_Rep1
64e8cb97c4058cb523b928e4ef381bb2,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_A1_S1_R1_001.fastq.gz,V11D08-305_A1_S1_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_A1_S1_R1_001.fastq.gz,V11D08-305_A1,R1,Rep1,6OHDA_ST.20220719.run1.V11D08-305_A1_S1_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D08-305_A1_S1_R1_001.fastq.gz,V11D08-305_A1_Rep1
ebbcb4dc6d85e2654cd1257a5aac9761,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_A1_S1_R2_001.fastq.gz,V11D08-305_A1_S1_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_A1_S1_R2_001.fastq.gz,V11D08-305_A1,R2,Rep1,6OHDA_ST.20220719.run1.V11D08-305_A1_S1_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D08-305_A1_S1_R2_001.fastq.gz,V11D08-305_A1_Rep1
171b3fda66742e8ccc8b9959e1826763,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_D1_S2_R1_001.fastq.gz,V11D08-305_D1_S2_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_D1_S2_R1_001.fastq.gz,V11D08-305_D1,R1,Rep1,6OHDA_ST.20220719.run1.V11D08-305_D1_S2_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D08-305_D1_S2_R1_001.fastq.gz,V11D08-305_D1_Rep1
3697221936162e4563cec566c4049cb2,fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_D1_S2_R2_001.fastq.gz,V11D08-305_D1_S2_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_files_with_2run_2022-07-19/fastq-run-1/V11D08-305_D1_S2_R2_001.fastq.gz,V11D08-305_D1,R2,Rep1,6OHDA_ST.20220719.run1.V11D08-305_D1_S2_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220719.run1.V11D08-305_D1_S2_R2_001.fastq.gz,V11D08-305_D1_Rep1
1949952e36089151af8d084b9b645456,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_A1_S6_R1_001.fastq.gz,V11D06-069_A1_S6_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_A1_S6_R1_001.fastq.gz,V11D06-069_A1,R1,Rep1,6OHDA_ST.20220701.V11D06-069_A1_S6_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D06-069_A1_S6_R1_001.fastq.gz,V11D06-069_A1_Rep1
ab7907a3f06b817196f79c6b943d9c37,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_A1_S6_R2_001.fastq.gz,V11D06-069_A1_S6_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_A1_S6_R2_001.fastq.gz,V11D06-069_A1,R2,Rep1,6OHDA_ST.20220701.V11D06-069_A1_S6_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D06-069_A1_S6_R2_001.fastq.gz,V11D06-069_A1_Rep1
60aef8e08f041ddc0886b1203efb04f0,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_D1_S7_R1_001.fastq.gz,V11D06-069_D1_S7_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_D1_S7_R1_001.fastq.gz,V11D06-069_D1,R1,Rep1,6OHDA_ST.20220701.V11D06-069_D1_S7_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D06-069_D1_S7_R1_001.fastq.gz,V11D06-069_D1_Rep1
36e8ba3e441494da8ed3d9d7d3bf0e5c,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_D1_S7_R2_001.fastq.gz,V11D06-069_D1_S7_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-069_D1_S7_R2_001.fastq.gz,V11D06-069_D1,R2,Rep1,6OHDA_ST.20220701.V11D06-069_D1_S7_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D06-069_D1_S7_R2_001.fastq.gz,V11D06-069_D1_Rep1
2ae0e932ddfeb83e39a0572832ad2589,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-070_A1_S8_R1_001.fastq.gz,V11D06-070_A1_S8_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-070_A1_S8_R1_001.fastq.gz,V11D06-070_A1,R1,Rep1,6OHDA_ST.20220701.V11D06-070_A1_S8_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D06-070_A1_S8_R1_001.fastq.gz,V11D06-070_A1_Rep1
9705c93fbbd0bbb410522cd1232bbd2a,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-070_A1_S8_R2_001.fastq.gz,V11D06-070_A1_S8_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D06-070_A1_S8_R2_001.fastq.gz,V11D06-070_A1,R2,Rep1,6OHDA_ST.20220701.V11D06-070_A1_S8_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D06-070_A1_S8_R2_001.fastq.gz,V11D06-070_A1_Rep1
74dbe451b86729736e005a580fbb3cd2,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_B1_S1_R1_001.fastq.gz,V11D08-305_B1_S1_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_B1_S1_R1_001.fastq.gz,V11D08-305_B1,R1,Rep1,6OHDA_ST.20220701.V11D08-305_B1_S1_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-305_B1_S1_R1_001.fastq.gz,V11D08-305_B1_Rep1
8269efd94a1afe1abeb5720bd5b330e3,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_B1_S1_R2_001.fastq.gz,V11D08-305_B1_S1_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_B1_S1_R2_001.fastq.gz,V11D08-305_B1,R2,Rep1,6OHDA_ST.20220701.V11D08-305_B1_S1_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-305_B1_S1_R2_001.fastq.gz,V11D08-305_B1_Rep1
447b15ae66a9dcc47e09e648dc7f2b37,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_C1_S2_R1_001.fastq.gz,V11D08-305_C1_S2_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_C1_S2_R1_001.fastq.gz,V11D08-305_C1,R1,Rep1,6OHDA_ST.20220701.V11D08-305_C1_S2_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-305_C1_S2_R1_001.fastq.gz,V11D08-305_C1_Rep1
3f7ffa046d43673d020d67756bfe11d9,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_C1_S2_R2_001.fastq.gz,V11D08-305_C1_S2_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-305_C1_S2_R2_001.fastq.gz,V11D08-305_C1,R2,Rep1,6OHDA_ST.20220701.V11D08-305_C1_S2_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-305_C1_S2_R2_001.fastq.gz,V11D08-305_C1_Rep1
92216fe72d1eab770286dce1b9dcb658,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_A1_S9_R1_001.fastq.gz,V11D08-306_A1_S9_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_A1_S9_R1_001.fastq.gz,V11D08-306_A1,R1,Rep1,6OHDA_ST.20220701.V11D08-306_A1_S9_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_A1_S9_R1_001.fastq.gz,V11D08-306_A1_Rep1
d7208cf410547d8b8243df62636d3c60,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_A1_S9_R2_001.fastq.gz,V11D08-306_A1_S9_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_A1_S9_R2_001.fastq.gz,V11D08-306_A1,R2,Rep1,6OHDA_ST.20220701.V11D08-306_A1_S9_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_A1_S9_R2_001.fastq.gz,V11D08-306_A1_Rep1
c32aef3ff91fe2f82931bd9fce534693,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_B1_S3_R1_001.fastq.gz,V11D08-306_B1_S3_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_B1_S3_R1_001.fastq.gz,V11D08-306_B1,R1,Rep1,6OHDA_ST.20220701.V11D08-306_B1_S3_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_B1_S3_R1_001.fastq.gz,V11D08-306_B1_Rep1
e83fba7980f3a32f39f0e1a9d595d545,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_B1_S3_R2_001.fastq.gz,V11D08-306_B1_S3_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_B1_S3_R2_001.fastq.gz,V11D08-306_B1,R2,Rep1,6OHDA_ST.20220701.V11D08-306_B1_S3_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_B1_S3_R2_001.fastq.gz,V11D08-306_B1_Rep1
9014c696eb66944bd3eec5a7f6b4973d,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_C1_S4_R1_001.fastq.gz,V11D08-306_C1_S4_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_C1_S4_R1_001.fastq.gz,V11D08-306_C1,R1,Rep1,6OHDA_ST.20220701.V11D08-306_C1_S4_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_C1_S4_R1_001.fastq.gz,V11D08-306_C1_Rep1
a0d1bbf1029a0e55eb0c711f8c6b5565,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_C1_S4_R2_001.fastq.gz,V11D08-306_C1_S4_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_C1_S4_R2_001.fastq.gz,V11D08-306_C1,R2,Rep1,6OHDA_ST.20220701.V11D08-306_C1_S4_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_C1_S4_R2_001.fastq.gz,V11D08-306_C1_Rep1
6a5ec9402f9f4f189e16f43dc0f950fe,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_D1_S5_R1_001.fastq.gz,V11D08-306_D1_S5_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_D1_S5_R1_001.fastq.gz,V11D08-306_D1,R1,Rep1,6OHDA_ST.20220701.V11D08-306_D1_S5_R1_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_D1_S5_R1_001.fastq.gz,V11D08-306_D1_Rep1
4f5a5ed0bd6d7b900f141e95c243e175,fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_D1_S5_R2_001.fastq.gz,V11D08-306_D1_S5_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST/fastq_singlerun_2022-07-01/V11D08-306_D1_S5_R2_001.fastq.gz,V11D08-306_D1,R2,Rep1,6OHDA_ST.20220701.V11D08-306_D1_S5_R2_001.fastq.gz,gs://asap-raw-team-cragg-mouse-spatial-visium-striatum/fastqs/6OHDA_ST.20220701.V11D08-306_D1_S5_R2_001.fastq.gz,V11D08-306_D1_Rep1
